created_at,entry_id,field1,field2,field3,field4,latitude,longitude,elevation,status
2024-07-09T18:39:52+00:00,3601,46.00000,29.50000,20.68854,-101.26995,,,,
2024-07-09T18:40:40+00:00,3602,46.00000,29.50000,20.68853,-101.26993,,,,
2024-07-09T18:43:52+00:00,3603,46.00000,29.60000,20.68853,-101.26990,,,,
2024-07-09T18:45:49+00:00,3604,45.00000,29.70000,20.68852,-101.26992,,,,
2024-07-09T18:47:46+00:00,3605,45.00000,29.70000,20.68855,-101.26992,,,,
2024-07-09T18:49:41+00:00,3606,45.00000,29.70000,20.68853,-101.26990,,,,
2024-07-09T18:49:59+00:00,3607,45.00000,29.70000,20.68852,-101.26991,,,,
2024-07-09T18:50:16+00:00,3608,45.00000,29.80000,20.68852,-101.26991,,,,
2024-07-09T18:53:31+00:00,3609,45.00000,29.80000,20.68852,-101.26992,,,,
2024-07-09T18:54:17+00:00,3610,45.00000,29.80000,20.68852,-101.26994,,,,
2024-07-09T18:58:51+00:00,3611,45.00000,29.90000,20.68856,-101.26994,,,,
2024-07-09T19:01:23+00:00,3612,44.00000,29.90000,20.68855,-101.26995,,,,
2024-07-09T19:01:53+00:00,3613,44.00000,29.90000,20.68855,-101.26996,,,,
2024-07-09T19:03:16+00:00,3614,44.00000,29.90000,20.68855,-101.26994,,,,
2024-07-09T19:04:06+00:00,3615,44.00000,30.00000,20.68855,-101.26994,,,,
2024-07-09T19:04:32+00:00,3616,44.00000,30.00000,20.68854,-101.26995,,,,
2024-07-09T19:06:30+00:00,3617,44.00000,30.00000,20.68851,-101.26991,,,,
2024-07-09T19:06:51+00:00,3618,44.00000,30.00000,20.68851,-101.26991,,,,
2024-07-09T19:07:44+00:00,3619,44.00000,30.10000,20.68851,-101.26991,,,,
2024-07-09T19:08:04+00:00,3620,44.00000,30.10000,20.68851,-101.26991,,,,
2024-07-09T19:08:21+00:00,3621,44.00000,30.10000,20.68851,-101.26993,,,,
2024-07-09T19:08:39+00:00,3622,44.00000,30.10000,20.68851,-101.26994,,,,
2024-07-09T19:08:58+00:00,3623,44.00000,30.10000,20.68851,-101.26994,,,,
2024-07-09T19:10:35+00:00,3624,44.00000,30.10000,20.68852,-101.26993,,,,
2024-07-09T19:10:54+00:00,3625,44.00000,30.10000,20.68852,-101.26993,,,,
2024-07-09T19:11:12+00:00,3626,44.00000,30.10000,20.68852,-101.26993,,,,
2024-07-09T19:12:17+00:00,3627,44.00000,30.20000,20.68853,-101.26993,,,,
2024-07-09T19:13:23+00:00,3628,44.00000,30.20000,20.68853,-101.26991,,,,
2024-07-09T19:14:53+00:00,3629,44.00000,30.20000,20.68851,-101.26993,,,,
2024-07-09T19:15:16+00:00,3630,44.00000,30.20000,20.68850,-101.26992,,,,
2024-07-09T19:17:10+00:00,3631,44.00000,30.20000,20.68849,-101.26990,,,,
2024-07-09T19:19:51+00:00,3632,44.00000,30.30000,20.68851,-101.26991,,,,
2024-07-09T19:20:11+00:00,3633,44.00000,30.30000,20.68850,-101.26991,,,,
2024-07-09T19:20:53+00:00,3634,44.00000,30.30000,20.68850,-101.26990,,,,
2024-07-09T19:21:25+00:00,3635,44.00000,30.30000,20.68850,-101.26990,,,,
2024-07-09T19:23:43+00:00,3636,44.00000,30.40000,20.68850,-101.26989,,,,
2024-07-09T19:24:02+00:00,3637,44.00000,30.40000,20.68849,-101.26989,,,,
2024-07-09T19:24:20+00:00,3638,44.00000,30.40000,20.68849,-101.26990,,,,
2024-07-09T19:25:25+00:00,3639,44.00000,30.40000,20.68850,-101.26991,,,,
2024-07-09T19:25:43+00:00,3640,44.00000,30.40000,20.68850,-101.26991,,,,
2024-07-09T19:26:02+00:00,3641,44.00000,30.40000,20.68850,-101.26991,,,,
2024-07-09T19:26:45+00:00,3642,44.00000,30.40000,20.68851,-101.26989,,,,
2024-07-09T19:28:54+00:00,3643,44.00000,30.40000,20.68851,-101.26991,,,,
2024-07-09T19:29:40+00:00,3644,44.00000,30.40000,20.68852,-101.26994,,,,
2024-07-09T19:30:49+00:00,3645,44.00000,30.50000,20.68853,-101.26994,,,,
2024-07-09T19:31:08+00:00,3646,44.00000,30.50000,20.68852,-101.26993,,,,
2024-07-09T19:32:14+00:00,3647,44.00000,30.50000,20.68854,-101.26991,,,,
2024-07-09T19:33:19+00:00,3648,44.00000,30.50000,20.68854,-101.26994,,,,
2024-07-09T19:35:37+00:00,3649,44.00000,30.60000,20.68854,-101.26991,,,,
2024-07-09T19:37:06+00:00,3650,44.00000,30.60000,20.68853,-101.26987,,,,
2024-07-09T19:37:48+00:00,3651,44.00000,30.60000,20.68853,-101.26989,,,,
2024-07-09T19:39:17+00:00,3652,44.00000,30.60000,20.68854,-101.26991,,,,
2024-07-09T19:40:23+00:00,3653,44.00000,30.60000,20.68853,-101.26992,,,,
2024-07-09T19:41:52+00:00,3654,44.00000,30.60000,20.68854,-101.26987,,,,
2024-07-09T19:42:58+00:00,3655,44.00000,30.70000,20.68853,-101.26986,,,,
2024-07-09T19:43:17+00:00,3656,44.00000,30.70000,20.68853,-101.26987,,,,
2024-07-09T19:43:35+00:00,3657,44.00000,30.70000,20.68852,-101.26987,,,,
2024-07-09T19:44:16+00:00,3658,44.00000,30.70000,20.68852,-101.26988,,,,
2024-07-09T19:45:46+00:00,3659,44.00000,30.70000,20.68852,-101.26991,,,,
2024-07-09T19:46:27+00:00,3660,44.00000,30.70000,20.68854,-101.26991,,,,
2024-07-09T19:46:47+00:00,3661,44.00000,30.70000,20.68853,-101.26990,,,,
2024-07-09T19:47:04+00:00,3662,44.00000,30.80000,20.68853,-101.26990,,,,
2024-07-09T19:48:58+00:00,3663,44.00000,30.80000,20.68855,-101.26992,,,,
2024-07-09T19:51:16+00:00,3664,44.00000,30.80000,20.68852,-101.26990,,,,
2024-07-09T19:51:37+00:00,3665,44.00000,30.80000,20.68852,-101.26991,,,,
2024-07-09T19:53:07+00:00,3666,44.00000,30.80000,20.68854,-101.26992,,,,
2024-07-09T19:54:36+00:00,3667,44.00000,30.90000,20.68855,-101.26994,,,,
2024-07-09T19:56:06+00:00,3668,44.00000,30.90000,20.68853,-101.26992,,,,
2024-07-09T19:57:59+00:00,3669,44.00000,30.90000,20.68853,-101.26994,,,,
2024-07-09T19:58:19+00:00,3670,44.00000,30.90000,20.68853,-101.26994,,,,
2024-07-09T19:58:37+00:00,3671,44.00000,31.00000,20.68852,-101.26995,,,,
2024-07-09T20:00:08+00:00,3672,44.00000,31.00000,20.68852,-101.26994,,,,
2024-07-09T20:02:02+00:00,3673,44.00000,31.00000,20.68851,-101.26992,,,,
2024-07-09T20:04:19+00:00,3674,44.00000,31.10000,20.68851,-101.26994,,,,
2024-07-09T20:04:37+00:00,3675,44.00000,31.10000,20.68851,-101.26994,,,,
2024-07-09T20:04:54+00:00,3676,44.00000,31.10000,20.68849,-101.26994,,,,
2024-07-09T20:05:14+00:00,3677,44.00000,31.10000,20.68850,-101.26995,,,,
2024-07-09T20:05:31+00:00,3678,44.00000,31.10000,20.68853,-101.26994,,,,
2024-07-09T20:08:11+00:00,3679,44.00000,31.10000,20.68852,-101.26991,,,,
2024-07-09T20:10:53+00:00,3680,44.00000,31.20000,20.68852,-101.26991,,,,
2024-07-09T20:12:33+00:00,3681,44.00000,31.20000,20.68850,-101.26990,,,,
2024-07-09T20:14:26+00:00,3682,44.00000,31.20000,20.68851,-101.26992,,,,
2024-07-09T20:16:44+00:00,3683,44.00000,31.30000,20.68851,-101.26994,,,,
2024-07-09T20:17:25+00:00,3684,44.00000,31.30000,20.68850,-101.26993,,,,
2024-07-09T20:17:47+00:00,3685,44.00000,31.30000,20.68851,-101.26993,,,,
2024-07-09T20:19:17+00:00,3686,44.00000,31.30000,20.68851,-101.26991,,,,
2024-07-09T20:19:38+00:00,3687,44.00000,31.30000,20.68851,-101.26992,,,,
2024-07-09T20:19:56+00:00,3688,44.00000,31.30000,20.68851,-101.26994,,,,
2024-07-09T20:21:02+00:00,3689,44.00000,31.40000,20.68850,-101.26994,,,,
2024-07-09T20:21:21+00:00,3690,44.00000,31.40000,20.68850,-101.26994,,,,
2024-07-09T20:22:51+00:00,3691,44.00000,31.40000,20.68849,-101.26991,,,,
2024-07-09T20:24:44+00:00,3692,44.00000,31.40000,20.68849,-101.26993,,,,
2024-07-09T20:25:04+00:00,3693,44.00000,31.40000,20.68849,-101.26994,,,,
2024-07-09T20:25:23+00:00,3694,44.00000,31.40000,20.68849,-101.26993,,,,
2024-07-09T20:25:41+00:00,3695,44.00000,31.40000,20.68851,-101.26993,,,,
2024-07-09T20:27:34+00:00,3696,44.00000,31.40000,20.68854,-101.26996,,,,
2024-07-09T20:28:40+00:00,3697,44.00000,31.50000,20.68852,-101.26994,,,,
2024-07-09T20:31:21+00:00,3698,43.00000,31.50000,20.68850,-101.26995,,,,
2024-07-09T20:34:03+00:00,3699,43.00000,31.50000,20.68856,-101.26996,,,,
2024-07-09T20:35:32+00:00,3700,43.00000,31.50000,20.68858,-101.26996,,,,
2024-07-09T20:35:52+00:00,3701,43.00000,31.60000,20.68855,-101.26996,,,,
2024-07-09T20:36:12+00:00,3702,43.00000,31.50000,20.68854,-101.26996,,,,
2024-07-09T20:37:41+00:00,3703,43.00000,31.60000,20.68854,-101.26997,,,,
2024-07-09T20:38:01+00:00,3704,43.00000,31.60000,20.68857,-101.26996,,,,
2024-07-09T20:38:18+00:00,3705,43.00000,31.60000,20.68856,-101.26996,,,,
2024-07-09T20:38:36+00:00,3706,43.00000,31.60000,20.68855,-101.26997,,,,
2024-07-09T20:38:53+00:00,3707,43.00000,31.60000,20.68855,-101.26997,,,,
2024-07-09T20:39:11+00:00,3708,43.00000,31.60000,20.68855,-101.26997,,,,
2024-07-09T20:39:28+00:00,3709,43.00000,31.60000,20.68855,-101.26996,,,,
2024-07-09T20:40:10+00:00,3710,43.00000,31.60000,20.68855,-101.26995,,,,
2024-07-09T20:40:51+00:00,3711,43.00000,31.50000,20.68855,-101.26995,,,,
2024-07-09T20:42:50+00:00,3712,43.00000,31.60000,20.68855,-101.26995,,,,
2024-07-09T20:44:05+00:00,3713,43.00000,31.60000,20.68853,-101.26993,,,,
2024-07-09T20:44:47+00:00,3714,43.00000,31.60000,20.68856,-101.26991,,,,
2024-07-09T20:45:04+00:00,3715,43.00000,31.60000,20.68859,-101.26990,,,,
2024-07-09T20:45:22+00:00,3716,43.00000,31.60000,20.68859,-101.26990,,,,
2024-07-09T20:45:39+00:00,3717,43.00000,31.60000,20.68858,-101.26990,,,,
2024-07-09T20:45:57+00:00,3718,43.00000,31.60000,20.68857,-101.26990,,,,
2024-07-09T20:46:14+00:00,3719,43.00000,31.60000,20.68858,-101.26990,,,,
2024-07-09T20:46:56+00:00,3720,43.00000,31.60000,20.68855,-101.26991,,,,
2024-07-09T20:47:15+00:00,3721,43.00000,31.60000,20.68854,-101.26991,,,,
2024-07-09T20:47:35+00:00,3722,43.00000,31.60000,20.68856,-101.26990,,,,
2024-07-09T20:47:52+00:00,3723,43.00000,31.60000,20.68856,-101.26990,,,,
2024-07-09T20:49:44+00:00,3724,43.00000,31.70000,20.68852,-101.26992,,,,
2024-07-09T20:50:25+00:00,3725,43.00000,31.70000,20.68853,-101.26991,,,,
2024-07-09T20:51:07+00:00,3726,43.00000,31.70000,20.68853,-101.26991,,,,
2024-07-09T20:51:24+00:00,3727,43.00000,31.70000,20.68852,-101.26991,,,,
2024-07-09T20:51:42+00:00,3728,43.00000,31.70000,20.68852,-101.26991,,,,
2024-07-09T20:52:48+00:00,3729,43.00000,31.70000,20.68852,-101.26992,,,,
2024-07-09T20:53:11+00:00,3730,43.00000,31.80000,20.68853,-101.26993,,,,
2024-07-09T20:55:51+00:00,3731,43.00000,31.80000,20.68852,-101.26994,,,,
2024-07-09T20:56:58+00:00,3732,43.00000,31.90000,20.68852,-101.26992,,,,
2024-07-09T20:57:40+00:00,3733,43.00000,31.90000,20.68852,-101.26994,,,,
2024-07-09T20:57:59+00:00,3734,43.00000,31.90000,20.68852,-101.26996,,,,
2024-07-09T20:58:17+00:00,3735,43.00000,31.90000,20.68852,-101.26995,,,,
2024-07-09T20:58:36+00:00,3736,43.00000,31.90000,20.68852,-101.26994,,,,
2024-07-09T21:00:30+00:00,3737,43.00000,31.90000,20.68852,-101.26997,,,,
2024-07-09T21:00:47+00:00,3738,43.00000,31.90000,20.68852,-101.26996,,,,
2024-07-09T21:01:05+00:00,3739,43.00000,31.90000,20.68852,-101.26995,,,,
2024-07-09T21:01:22+00:00,3740,43.00000,32.00000,20.68853,-101.26995,,,,
2024-07-09T21:04:04+00:00,3741,43.00000,32.00000,20.68855,-101.26994,,,,
2024-07-09T21:04:23+00:00,3742,43.00000,32.00000,20.68854,-101.26995,,,,
2024-07-09T21:05:51+00:00,3743,43.00000,32.10000,20.68855,-101.26998,,,,
2024-07-09T21:06:08+00:00,3744,43.00000,32.10000,20.68854,-101.26998,,,,
2024-07-09T21:06:26+00:00,3745,43.00000,32.10000,20.68853,-101.26997,,,,
2024-07-09T21:09:55+00:00,3746,43.00000,32.20000,20.68855,-101.26995,,,,
2024-07-09T21:12:13+00:00,3747,43.00000,32.20000,20.68855,-101.26997,,,,
2024-07-09T21:14:30+00:00,3748,43.00000,32.20000,20.68853,-101.26996,,,,
2024-07-09T21:14:48+00:00,3749,43.00000,32.20000,20.68854,-101.26995,,,,
2024-07-09T21:17:51+00:00,3750,42.00000,32.30000,20.68854,-101.26997,,,,
2024-07-09T21:18:09+00:00,3751,42.00000,32.30000,20.68854,-101.26997,,,,
2024-07-09T21:20:48+00:00,3752,42.00000,32.30000,20.68853,-101.26996,,,,
2024-07-09T21:21:10+00:00,3753,42.00000,32.30000,20.68853,-101.26996,,,,
2024-07-09T21:21:50+00:00,3754,42.00000,32.30000,20.68852,-101.26995,,,,
2024-07-09T21:22:17+00:00,3755,42.00000,32.40000,20.68852,-101.26996,,,,
2024-07-09T21:23:22+00:00,3756,42.00000,32.40000,20.68852,-101.26994,,,,
2024-07-09T21:25:50+00:00,3757,42.00000,32.40000,20.68850,-101.26994,,,,
2024-07-09T21:26:11+00:00,3758,42.00000,32.40000,20.68852,-101.26994,,,,
2024-07-09T21:26:28+00:00,3759,42.00000,32.40000,20.68852,-101.26994,,,,
2024-07-09T21:26:46+00:00,3760,42.00000,32.40000,20.68854,-101.26994,,,,
2024-07-09T21:27:50+00:00,3761,42.00000,32.40000,20.68857,-101.26994,,,,
2024-07-09T21:30:35+00:00,3762,42.00000,32.40000,20.68853,-101.27000,,,,
2024-07-09T21:30:52+00:00,3763,42.00000,32.40000,20.68853,-101.27000,,,,
2024-07-09T21:31:08+00:00,3764,42.00000,32.40000,20.68853,-101.27000,,,,
2024-07-09T21:32:12+00:00,3765,42.00000,32.40000,20.68854,-101.26999,,,,
2024-07-09T21:33:46+00:00,3766,42.00000,32.50000,20.68853,-101.26997,,,,
2024-07-09T21:34:13+00:00,3767,42.00000,32.50000,20.68852,-101.26995,,,,
2024-07-09T21:35:41+00:00,3768,42.00000,32.50000,20.68854,-101.26998,,,,
2024-07-09T21:35:58+00:00,3769,42.00000,32.50000,20.68855,-101.26998,,,,
2024-07-09T21:36:17+00:00,3770,42.00000,32.50000,20.68855,-101.26999,,,,
2024-07-09T21:36:44+00:00,3771,41.00000,32.50000,20.68853,-101.26997,,,,
2024-07-09T21:38:12+00:00,3772,41.00000,32.50000,20.68853,-101.26996,,,,
2024-07-09T21:38:33+00:00,3773,41.00000,32.50000,20.68853,-101.26995,,,,
2024-07-09T21:41:13+00:00,3774,41.00000,32.60000,20.68854,-101.26996,,,,
2024-07-09T21:41:30+00:00,3775,41.00000,32.60000,20.68854,-101.26995,,,,
2024-07-09T21:42:12+00:00,3776,41.00000,32.60000,20.68854,-101.26995,,,,
2024-07-09T21:43:29+00:00,3777,41.00000,32.60000,20.68853,-101.26995,,,,
2024-07-09T21:44:20+00:00,3778,41.00000,32.60000,20.68851,-101.26994,,,,
2024-07-09T21:44:40+00:00,3779,41.00000,32.60000,20.68853,-101.26995,,,,
2024-07-09T21:46:56+00:00,3780,41.00000,32.60000,20.68859,-101.26996,,,,
2024-07-09T21:48:06+00:00,3781,41.00000,32.60000,20.68857,-101.26995,,,,
2024-07-09T21:49:42+00:00,3782,41.00000,32.70000,20.68855,-101.26994,,,,
2024-07-09T21:50:10+00:00,3783,41.00000,32.70000,20.68856,-101.26995,,,,
2024-07-09T21:50:28+00:00,3784,41.00000,32.70000,20.68856,-101.26995,,,,
2024-07-09T21:52:07+00:00,3785,41.00000,32.70000,20.68851,-101.26993,,,,
2024-07-09T21:53:34+00:00,3786,41.00000,32.70000,20.68855,-101.26993,,,,
2024-07-09T21:54:01+00:00,3787,41.00000,32.70000,20.68855,-101.26994,,,,
2024-07-09T21:54:17+00:00,3788,41.00000,32.80000,20.68854,-101.26994,,,,
2024-07-09T21:55:58+00:00,3789,41.00000,32.80000,20.68853,-101.26993,,,,
2024-07-09T21:57:14+00:00,3790,40.00000,32.80000,20.68853,-101.26994,,,,
2024-07-09T21:57:36+00:00,3791,40.00000,32.80000,20.68853,-101.26996,,,,
2024-07-09T21:59:16+00:00,3792,40.00000,32.80000,20.68854,-101.26996,,,,
2024-07-09T21:59:44+00:00,3793,40.00000,32.80000,20.68854,-101.26994,,,,
2024-07-09T22:01:36+00:00,3794,40.00000,32.80000,20.68852,-101.26994,,,,
2024-07-09T22:02:08+00:00,3795,40.00000,32.80000,20.68852,-101.26994,,,,
2024-07-09T22:04:00+00:00,3796,40.00000,32.80000,20.68853,-101.26994,,,,
2024-07-09T22:04:28+00:00,3797,40.00000,32.80000,20.68854,-101.26993,,,,
2024-07-09T22:04:56+00:00,3798,40.00000,32.80000,20.68853,-101.26994,,,,
2024-07-09T22:05:12+00:00,3799,40.00000,32.80000,20.68853,-101.26995,,,,
2024-07-09T22:06:29+00:00,3800,40.00000,32.80000,20.68854,-101.26995,,,,
2024-07-09T22:07:45+00:00,3801,40.00000,32.90000,20.68857,-101.26995,,,,
2024-07-09T22:08:42+00:00,3802,40.00000,32.90000,20.68854,-101.26991,,,,
2024-07-09T22:11:57+00:00,3803,40.00000,32.90000,20.68850,-101.26994,,,,
2024-07-09T22:12:15+00:00,3804,40.00000,32.90000,20.68850,-101.26994,,,,
2024-07-09T22:12:33+00:00,3805,40.00000,32.90000,20.68851,-101.26993,,,,
2024-07-09T22:14:37+00:00,3806,40.00000,32.90000,20.68852,-101.26992,,,,
2024-07-09T22:15:18+00:00,3807,40.00000,32.90000,20.68852,-101.26991,,,,
2024-07-09T22:15:35+00:00,3808,40.00000,32.90000,20.68852,-101.26991,,,,
2024-07-09T22:15:54+00:00,3809,40.00000,32.90000,20.68853,-101.26991,,,,
2024-07-09T22:16:22+00:00,3810,40.00000,32.90000,20.68853,-101.26991,,,,
2024-07-09T22:19:40+00:00,3811,40.00000,33.00000,20.68851,-101.26991,,,,
2024-07-09T22:19:57+00:00,3812,40.00000,33.00000,20.68851,-101.26992,,,,
2024-07-09T22:20:14+00:00,3813,40.00000,33.00000,20.68851,-101.26992,,,,
2024-07-09T22:20:42+00:00,3814,39.00000,33.00000,20.68850,-101.26991,,,,
2024-07-09T22:21:09+00:00,3815,39.00000,33.00000,20.68849,-101.26990,,,,
2024-07-09T22:21:28+00:00,3816,39.00000,33.00000,20.68849,-101.26991,,,,
2024-07-09T22:21:55+00:00,3817,39.00000,33.00000,20.68850,-101.26992,,,,
2024-07-09T22:23:26+00:00,3818,39.00000,33.00000,20.68851,-101.26990,,,,
2024-07-09T22:25:29+00:00,3819,39.00000,33.00000,20.68850,-101.26991,,,,
2024-07-09T22:25:46+00:00,3820,39.00000,33.00000,20.68848,-101.26991,,,,
2024-07-09T22:27:39+00:00,3821,39.00000,33.00000,20.68849,-101.26993,,,,
2024-07-09T22:28:06+00:00,3822,39.00000,33.00000,20.68849,-101.26992,,,,
2024-07-09T22:28:25+00:00,3823,39.00000,33.00000,20.68850,-101.26992,,,,
2024-07-09T22:29:41+00:00,3824,39.00000,33.00000,20.68850,-101.26991,,,,
2024-07-09T22:30:02+00:00,3825,39.00000,33.10000,20.68850,-101.26991,,,,
2024-07-09T22:33:06+00:00,3826,39.00000,33.10000,20.68853,-101.26992,,,,
2024-07-09T22:36:39+00:00,3827,39.00000,33.10000,20.68852,-101.26991,,,,
2024-07-09T22:36:57+00:00,3828,39.00000,33.10000,20.68852,-101.26992,,,,
2024-07-09T22:38:49+00:00,3829,39.00000,33.10000,20.68851,-101.26994,,,,
2024-07-09T22:41:45+00:00,3830,39.00000,33.10000,20.68851,-101.26994,,,,
2024-07-09T22:44:02+00:00,3831,39.00000,33.10000,20.68851,-101.26994,,,,
2024-07-09T22:44:20+00:00,3832,39.00000,33.10000,20.68851,-101.26994,,,,
2024-07-09T22:46:13+00:00,3833,39.00000,33.20000,20.68848,-101.26991,,,,
2024-07-09T22:46:38+00:00,3834,39.00000,33.10000,20.68847,-101.26991,,,,
2024-07-09T22:47:07+00:00,3835,39.00000,33.10000,20.68847,-101.26991,,,,
2024-07-09T22:47:34+00:00,3836,39.00000,33.20000,20.68847,-101.26991,,,,
2024-07-09T22:47:52+00:00,3837,39.00000,33.20000,20.68849,-101.26992,,,,
2024-07-09T22:50:31+00:00,3838,39.00000,33.20000,20.68851,-101.26992,,,,
2024-07-09T22:50:48+00:00,3839,39.00000,33.20000,20.68851,-101.26993,,,,
2024-07-09T22:51:06+00:00,3840,39.00000,33.20000,20.68851,-101.26994,,,,
2024-07-09T22:52:59+00:00,3841,39.00000,33.20000,20.68851,-101.26995,,,,
2024-07-09T22:54:21+00:00,3842,39.00000,33.20000,20.68851,-101.26991,,,,
2024-07-09T22:56:02+00:00,3843,38.00000,33.20000,20.68852,-101.26989,,,,
2024-07-09T22:56:22+00:00,3844,38.00000,33.20000,20.68851,-101.26991,,,,
2024-07-09T22:58:38+00:00,3845,38.00000,33.20000,20.68848,-101.26993,,,,
2024-07-09T23:00:55+00:00,3846,37.00000,33.10000,20.68851,-101.26991,,,,
2024-07-09T23:01:13+00:00,3847,37.00000,33.10000,20.68852,-101.26994,,,,
2024-07-09T23:02:41+00:00,3848,37.00000,33.10000,20.68851,-101.26997,,,,
2024-07-09T23:04:26+00:00,3849,37.00000,33.10000,20.68847,-101.26995,,,,
2024-07-09T23:04:54+00:00,3850,37.00000,33.00000,20.68848,-101.26996,,,,
2024-07-09T23:05:22+00:00,3851,37.00000,33.10000,20.68848,-101.26994,,,,
2024-07-09T23:05:50+00:00,3852,36.00000,33.00000,20.68852,-101.26997,,,,
2024-07-09T23:07:42+00:00,3853,36.00000,33.00000,20.68852,-101.26999,,,,
2024-07-09T23:09:23+00:00,3854,36.00000,32.90000,20.68848,-101.26992,,,,
2024-07-09T23:12:38+00:00,3855,36.00000,32.90000,20.68855,-101.26993,,,,
2024-07-09T23:12:56+00:00,3856,36.00000,32.90000,20.68855,-101.26992,,,,
2024-07-09T23:15:59+00:00,3857,36.00000,32.80000,20.68855,-101.26994,,,,
2024-07-09T23:16:16+00:00,3858,36.00000,32.80000,20.68855,-101.26994,,,,
2024-07-09T23:18:32+00:00,3859,36.00000,32.80000,20.68852,-101.26994,,,,
2024-07-09T23:18:49+00:00,3860,36.00000,32.80000,20.68851,-101.26994,,,,
2024-07-09T23:21:53+00:00,3861,35.00000,32.80000,20.68852,-101.26993,,,,
2024-07-09T23:22:11+00:00,3862,35.00000,32.80000,20.68851,-101.26994,,,,
2024-07-09T23:22:38+00:00,3863,35.00000,32.80000,20.68852,-101.26992,,,,
2024-07-09T23:25:18+00:00,3864,35.00000,32.70000,20.68852,-101.26995,,,,
2024-07-09T23:25:35+00:00,3865,35.00000,32.70000,20.68852,-101.26995,,,,
2024-07-09T23:28:15+00:00,3866,35.00000,32.70000,20.68854,-101.26992,,,,
2024-07-09T23:28:57+00:00,3867,35.00000,32.70000,20.68852,-101.26992,,,,
2024-07-09T23:30:40+00:00,3868,35.00000,32.60000,20.68852,-101.26994,,,,
2024-07-09T23:31:00+00:00,3869,35.00000,32.60000,20.68851,-101.26995,,,,
2024-07-09T23:33:40+00:00,3870,35.00000,32.50000,20.68852,-101.26993,,,,
2024-07-09T23:33:58+00:00,3871,35.00000,32.50000,20.68853,-101.26994,,,,
2024-07-09T23:34:26+00:00,3872,35.00000,32.50000,20.68855,-101.26993,,,,
2024-07-09T23:34:43+00:00,3873,34.00000,32.50000,20.68854,-101.26992,,,,
2024-07-09T23:36:34+00:00,3874,35.00000,32.40000,20.68854,-101.26991,,,,
2024-07-09T23:37:40+00:00,3875,35.00000,32.40000,20.68852,-101.26991,,,,
2024-07-09T23:37:59+00:00,3876,35.00000,32.40000,20.68852,-101.26991,,,,
2024-07-09T23:38:18+00:00,3877,35.00000,32.40000,20.68851,-101.26991,,,,
2024-07-09T23:38:43+00:00,3878,35.00000,32.40000,20.68851,-101.26992,,,,
2024-07-09T23:40:11+00:00,3879,35.00000,32.30000,20.68854,-101.26993,,,,
2024-07-09T23:41:16+00:00,3880,35.00000,32.30000,20.68854,-101.26992,,,,
2024-07-09T23:41:33+00:00,3881,35.00000,32.30000,20.68853,-101.26992,,,,
2024-07-09T23:42:15+00:00,3882,35.00000,32.30000,20.68855,-101.26994,,,,
2024-07-09T23:42:32+00:00,3883,34.00000,32.30000,20.68854,-101.26994,,,,
2024-07-09T23:42:50+00:00,3884,34.00000,32.30000,20.68853,-101.26994,,,,
2024-07-09T23:43:55+00:00,3885,34.00000,32.20000,20.68855,-101.26995,,,,
2024-07-09T23:47:25+00:00,3886,34.00000,32.10000,20.68854,-101.26993,,,,
2024-07-09T23:47:42+00:00,3887,34.00000,32.10000,20.68853,-101.26992,,,,
2024-07-09T23:50:22+00:00,3888,34.00000,32.10000,20.68855,-101.26992,,,,
2024-07-09T23:50:39+00:00,3889,34.00000,32.10000,20.68854,-101.26992,,,,
2024-07-09T23:50:57+00:00,3890,34.00000,32.10000,20.68853,-101.26991,,,,
2024-07-09T23:57:13+00:00,3891,34.00000,32.00000,20.68854,-101.26993,,,,
2024-07-09T23:57:40+00:00,3892,34.00000,32.00000,20.68853,-101.26994,,,,
2024-07-09T23:57:58+00:00,3893,34.00000,32.00000,20.68852,-101.26994,,,,
2024-07-10T00:01:25+00:00,3894,34.00000,32.00000,20.68854,-101.26993,,,,
2024-07-10T00:01:46+00:00,3895,34.00000,31.90000,20.68855,-101.26994,,,,
2024-07-10T00:03:01+00:00,3896,34.00000,31.90000,20.68856,-101.26993,,,,
2024-07-10T00:03:43+00:00,3897,34.00000,31.90000,20.68856,-101.26994,,,,
2024-07-10T00:04:02+00:00,3898,34.00000,31.90000,20.68856,-101.26994,,,,
2024-07-10T00:04:42+00:00,3899,34.00000,31.90000,20.68856,-101.26994,,,,
2024-07-10T00:04:59+00:00,3900,34.00000,31.90000,20.68856,-101.26994,,,,
2024-07-10T00:05:17+00:00,3901,34.00000,31.90000,20.68856,-101.26994,,,,
2024-07-10T00:05:34+00:00,3902,34.00000,31.90000,20.68853,-101.26994,,,,
2024-07-10T00:06:16+00:00,3903,34.00000,31.90000,20.68851,-101.26994,,,,
2024-07-10T00:07:02+00:00,3904,34.00000,31.90000,20.68853,-101.26993,,,,
2024-07-10T00:07:52+00:00,3905,34.00000,31.90000,20.68853,-101.26993,,,,
2024-07-10T00:08:33+00:00,3906,34.00000,31.90000,20.68853,-101.26992,,,,
2024-07-10T00:08:51+00:00,3907,34.00000,31.90000,20.68854,-101.26993,,,,
2024-07-10T00:10:45+00:00,3908,34.00000,31.90000,20.68855,-101.26995,,,,
2024-07-10T00:11:08+00:00,3909,34.00000,31.90000,20.68854,-101.26995,,,,
2024-07-10T00:13:23+00:00,3910,34.00000,31.90000,20.68855,-101.26994,,,,
